Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;236;21;6;2;0;<10%;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;346;19;9;1;0;79,00 %;octobre
2016;Tablettes;0;138;3;1;2;0;74,19 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;1185;23;12;2;0;36,03 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;101;6;3;3;0;54,59 %;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;1317;237;61;1;0;69,87 %;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;21;0;0;2;0;53,85 %;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;4619;143;71;1;0;43,16 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;532;4;0;5;0;13,76 %;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;<10%;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;38;2;1;2;0;82,61 %;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;7356;116;35;3;0;24,00 %;novembre
2016;Tablettes;0;15920;160;41;3;0;<10%;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;503;9;0;4;0;<10%;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;201;9;2;2;0;80,72 %;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;<10%;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;226;38;11;1;0;13,20 %;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;20824;235;43;3;0;15,36 %;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;166;15;7;2;0;59,29 %;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;779;9;1;3;0;22,00 %;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;763;22;6;2;0;68,99 %;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;2888;96;34;2;0;71,45 %;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;1778;45;19;2;0;57,60 %;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;8;0;0;3;0;13,56 %;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;2629;93;36;2;0;83,17 %;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;6;0;0;6;0;<10%;novembre
2017;Tablettes;0;4001;85;35;2;0;76,44 %;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;174;31;9;1;0;61,27 %;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;354;8;1;2;0;41,02 %;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;724;2;0;6;0;<10%;novembre
2016;Téléphones mobiles;0;1857;34;1;3;0;<10%;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2016;Autre;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;857;165;39;1;0;77,00 %;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Tablettes;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;4719;137;80;3;0;41,09 %;novembre
2016;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2017;Autre;0;0;0;0;0;0;0;novembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;novembre
2017;Ordinateurs;0;0;0;0;0;0;0;novembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;2020;33;1;3;0;<10%;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;148842;1815;112;3;0;21,56 %;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;9813;162;53;3;0;20,93 %;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;315;14;2;2;0;39,92 %;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;54;0;0;2;0;67,50 %;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;2379;45;3;3;0;<10%;decembre
2017;Tablettes;0;17;1;0;4;0;<10%;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;842;14;0;5;0;<10%;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;1834;12;1;4;0;<10%;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;8201;132;12;2;0;49,59 %;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;1367;35;15;2;0;54,75 %;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;2327;72;31;2;0;74,06 %;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;7983;116;40;2;0;82,71 %;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;127;6;2;2;0;70,56 %;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;12638;240;93;2;0;79,89 %;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;12410;248;108;2;0;<10%;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;5545;146;125;3;0;31,58 %;decembre
2016;Téléphones mobiles;0;901;4;0;6;0;<10%;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;8519;125;40;2;0;87,92 %;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;<10%;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2017;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;3;0;0;5;0;<10%;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;210;10;4;2;0;63,83 %;decembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2016;Tablettes;0;0;0;0;0;0;0;decembre
2016;Ordinateurs;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
2017;Tablettes;0;0;0;0;0;0;0;decembre
2017;Autre;0;0;0;0;0;0;0;decembre
2017;Téléphones mobiles;0;7288;236;95;2;0;58,18 %;decembre
2016;Autre;0;0;0;0;0;0;0;decembre
