Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;2002;1;0;6;0;13,75 %;juillet
2016;Tablettes;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;181;6;3;2;0;84,58 %;juillet
2018;Tablettes;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;206;9;3;2;0;63,78 %;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;<10%;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;16;1;1;3;0;53,33 %;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;1086;17;0;3;0;<10%;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;42;2;1;1;0;84,00 %;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;872;19;2;2;0;55,83 %;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;1105;6;0;6;0;13,25 %;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;29;0;0;2;0;90,63 %;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;180;8;2;2;0;73,17 %;juillet
2018;Tablettes;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2017;Tablettes;0;0;0;0;0;0;0;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2018;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2016;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2018;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2017;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Ordinateurs;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;3635;36;13;3;0;26,11 %;juillet
2017;Autre;0;0;0;0;0;0;0;juillet
2016;Autre;0;0;0;0;0;0;0;juillet
2017;Téléphones mobiles;0;0;0;0;0;0;0;juillet
2016;Ordinateurs;0;0;0;0;0;0;0;juillet
2016;Tablettes;0;0;0;0;0;0;0;juillet
2018;Tablettes;0;5290;78;16;0;0;51,15 %;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;12;1;0;5;0;16,67 %;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;461;7;2;2;0;46,61 %;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Tablettes;0;12019;359;44;2;0;57,27 %;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;6366;178;103;3;0;29,05 %;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;829;8;1;4;0;13,27 %;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;391;17;2;2;0;39,34 %;aout
2018;Tablettes;0;273;21;9;2;0;52,02 %;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;16526;266;110;2;0;40,40 %;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;1010;18;5;2;0;73,29 %;aout
2017;Autre;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;85;5;2;2;0;86,46 %;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;18;1;0;2;0;94,74 %;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;552;23;5;3;0;41,72 %;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;19;0;0;2;0;55,88 %;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Tablettes;0;10110;191;61;3;0;21,94 %;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Tablettes;0;37761;531;99;3;0;27,45 %;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Tablettes;0;311;11;3;2;0;82,71 %;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;1685;30;6;2;0;64,14 %;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;1867;46;17;1;0;84,56 %;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;1454;13;0;4;0;<10%;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;8;0;0;1;0;14,55 %;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;530;6;1;5;0;<10%;aout
2017;Autre;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2017;Tablettes;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2018;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;0;0;0;0;0;<10%;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2017;Autre;0;0;0;0;0;0;0;aout
2016;Tablettes;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2018;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Tablettes;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;aout
2016;Autre;0;0;0;0;0;0;0;aout
2016;Ordinateurs;0;0;0;0;0;0;0;aout
2016;Téléphones mobiles;0;659;13;0;4;0;<10%;aout
2017;Téléphones mobiles;0;0;0;0;0;0;0;aout
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;12;0;0;4;0;32,43 %;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;61472;581;42;1;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;7;0;0;1;0;22,58 %;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;414;81;29;1;0;61,98 %;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;580;6;0;4;0;<10%;septembre
2016;Ordinateurs;0;747;40;14;1;0;18,50 %;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
